Address,Zone
3110 RESOLUTE DR,Community Commercial
3114 RESOLUTE DR,Community Commercial
3107 STEADFAST DR,Community Commercial
3105 STEADFAST DR,Community Commercial
3116 RESOLUTE DR,Community Commercial
3204 DEVOUT CT,Community Commercial
6021 HUDSON ST,Community Commercial
3200 STEADFAST DR,Community Commercial
6017 HUDSON ST,Community Commercial
6019 HUDSON ST,Community Commercial
6011 HUDSON ST,Community Commercial
3215 STEADFAST DR,Community Commercial
6015 HUDSON ST,Community Commercial
6013 HUDSON ST,Community Commercial
13801 BURNET RD,Community Commercial
2800 W WILLIAM CANNON DR,Community Commercial
3813 WADFORD ST,Community Commercial
1712 1/2 SCOTTSDALE LN,Community Commercial
5938 1/2 WESTMINSTER DR,Community Commercial
1901 1/2 MATTHEWS LN,Community Commercial
3201 RESOLUTE DR,Community Commercial
3105 RESOLUTE DR,Community Commercial
3201 E SH 71 SVRD WB,Community Commercial
8616 1/2 CULLEN LN,Community Commercial
1701 E ST ELMO RD,Community Commercial
8201 N FM 620 RD,Community Commercial
609 1/2 E RUNDBERG LN,Community Commercial
10320 1/2 BLUE BLUFF RD,Community Commercial
2908 COLE ST,Community Commercial
4130 E 12TH ST,Community Commercial
7103 1/2 BURNET RD,Community Commercial
1124 CLAYTON LN,Community Commercial
6916 1/2 MC NEIL DR,Community Commercial
2106 W BEN WHITE BLVD SVRD WB,Community Commercial
1122 1/2 CLAYTON LN,Community Commercial
2108 W BEN WHITE BLVD SVRD WB,Community Commercial
1120 CLAYTON LN,Community Commercial
2110 W BEN WHITE BLVD SVRD WB,Community Commercial
9717 1/2 N LAMAR BLVD,Community Commercial
7808 1/2 N IH 35 SVRD SB,Community Commercial
6401 S 1ST ST,Community Commercial
7180 1/2 HEINE FARM RD,Community Commercial
8730 N MOPAC EXPY SVRD SB,Community Commercial
8716 N MOPAC EXPY SVRD SB,Community Commercial
6910 1/2 W US 290 HWY SVRD WB,Community Commercial
3104 1/2 S MOPAC EXPY SVRD SB,Community Commercial
5405 MULBERRY GROVE LN,Community Commercial
9207 CAMERON RD,Community Commercial
3209 STEADFAST DR,Community Commercial
2910 ROGGE LN,Community Commercial
160 W SLAUGHTER LN,Community Commercial
3207 STEADFAST DR,Community Commercial
2723 S IH 35 SVRD NB,Community Commercial
3211 STEADFAST DR,Community Commercial
11700 N IH 35 SVRD SB,Community Commercial
3219 STEADFAST DR,Community Commercial
3203 STEADFAST DR,Community Commercial
12803 BURNET RD,Community Commercial
3205 STEADFAST DR,Community Commercial
3201 STEADFAST DR,Community Commercial
13612 1/2 N LAMAR BLVD,Community Commercial
1351 1/2 W HOWARD LN,Community Commercial
8610 N MOPAC EXPY SVRD SB,Community Commercial
13739 1/2 N US 183 HWY SVRD NB,Community Commercial
1505 1/2 W HOWARD LN,Community Commercial
13690 1/2 N US 183 HWY SVRD SB,Community Commercial
8618 1/2 N MOPAC EXPY SVRD SB,Community Commercial
14030 1/2 N 183A HWY SB,Community Commercial
13692 1/2 N US 183 HWY SVRD SB,Community Commercial
12812 1/2 N US 183 HWY SVRD SB,Community Commercial
13452 1/2 N US 183 HWY SVRD SB,Community Commercial
12036 1/2 RESEARCH BLVD SVRD SB,Community Commercial
13234 1/2 N US 183 HWY SVRD SB,Community Commercial
12038 1/2 RESEARCH BLVD SVRD SB,Community Commercial
12734 1/2 N US 183 HWY SVRD SB,Community Commercial
13026 1/2 N US 183 HWY SVRD SB,Community Commercial
12456 1/2 RESEARCH BLVD SVRD SB,Community Commercial
13348 1/2 N US 183 HWY SVRD SB,Community Commercial
7000 ED BLUESTEIN BLVD SVRD SB,Community Commercial
5300 MENCHACA RD,Community Commercial
6805 MENCHACA RD,Community Commercial
5314 MENCHACA RD,Community Commercial
9924 MENCHACA RD,Community Commercial
5318 1/2 MENCHACA RD,Community Commercial
6920 MENCHACA RD,Community Commercial
6504 1/2 MENCHACA RD,Community Commercial
5324 MENCHACA RD,Community Commercial
9607 1/2 MENCHACA RD,Community Commercial
9503 1/2 MENCHACA RD,Community Commercial
9718 MENCHACA RD,Community Commercial
6808 1/2 MENCHACA RD,Community Commercial
5413 MENCHACA RD,Community Commercial
5310 MENCHACA RD,Community Commercial
5330 MENCHACA RD,Community Commercial
11652 1/2 RESEARCH BLVD SVRD SB,Community Commercial
9505 MENCHACA RD,Community Commercial
6815 MENCHACA RD,Community Commercial
10414 1/2 RESEARCH BLVD SVRD SB,Community Commercial
11400 1/2 MENCHACA RD,Community Commercial
5404 MENCHACA RD,Community Commercial
11448 1/2 MENCHACA RD,Community Commercial
5530 1/2 MENCHACA RD,Community Commercial
5316 MENCHACA RD,Community Commercial
6400 MENCHACA RD,Community Commercial
5426 MENCHACA RD,Community Commercial
9501 1/2 MENCHACA RD,Community Commercial
9929 MENCHACA RD,Community Commercial
11400 MENCHACA RD,Community Commercial
11444 MENCHACA RD,Community Commercial
11410 MENCHACA RD,Community Commercial
6400 1/2 MENCHACA RD,Community Commercial
6306 MENCHACA RD,Community Commercial
10003 MENCHACA RD,Community Commercial
6212 MENCHACA RD,Community Commercial
5501 1/2 MENCHACA RD,Community Commercial
9509 MENCHACA RD,Community Commercial
6920 1/2 MENCHACA RD,Community Commercial
6505 MENCHACA RD,Community Commercial
8705 1/2 MENCHACA RD,Community Commercial
5501 MENCHACA RD,Community Commercial
5320 MENCHACA RD,Community Commercial
5312 1/2 MENCHACA RD,Community Commercial
6222 MENCHACA RD,Community Commercial
5532 1/2 MENCHACA RD,Community Commercial
9909 1/2 MENCHACA RD,Community Commercial
6900 MENCHACA RD,Community Commercial
11501 1/2 MENCHACA RD,Community Commercial
10701 MENCHACA RD,Community Commercial
9716 MENCHACA RD,Community Commercial
6212 1/2 MENCHACA RD,Community Commercial
5312 MENCHACA RD,Community Commercial
9503 MENCHACA RD,Community Commercial
5700 1/2 MENCHACA RD,Community Commercial
9924 1/2 RESEARCH BLVD SVRD SB,Community Commercial
5517 MENCHACA RD,Community Commercial
11011 1/2 RESEARCH BLVD SVRD NB,Community Commercial
9909 MENCHACA RD,Community Commercial
9711 MENCHACA RD,Community Commercial
5408 MENCHACA RD,Community Commercial
6902 MENCHACA RD,Community Commercial
11630 MENCHACA RD,Community Commercial
9811 1/2 MENCHACA RD,Community Commercial
8701 1/2 MENCHACA RD,Community Commercial
9919 MENCHACA RD,Community Commercial
9505 1/2 MENCHACA RD,Community Commercial
9800 1/2 MENCHACA RD,Community Commercial
6300 MENCHACA RD,Community Commercial
9943 MENCHACA RD,Community Commercial
5744 MENCHACA RD,Community Commercial
11505 1/2 MENCHACA RD,Community Commercial
6802 1/2 MENCHACA RD,Community Commercial
6800 1/2 MENCHACA RD,Community Commercial
5401 MENCHACA RD,Community Commercial
11500 MENCHACA RD,Community Commercial
9943 1/2 MENCHACA RD,Community Commercial
9912 MENCHACA RD,Community Commercial
6910 MENCHACA RD,Community Commercial
11013 1/2 RESEARCH BLVD SVRD NB,Community Commercial
9708 MENCHACA RD,Community Commercial
11334 1/2 MENCHACA RD,Community Commercial
7105 MENCHACA RD,Community Commercial
10701 1/2 MENCHACA RD,Community Commercial
5322 MENCHACA RD,Community Commercial
5332 MENCHACA RD,Community Commercial
6904 MENCHACA RD,Community Commercial
5532 MENCHACA RD,Community Commercial
9801 MENCHACA RD,Community Commercial
6500 1/2 MENCHACA RD,Community Commercial
6500 MENCHACA RD,Community Commercial
6908 MENCHACA RD,Community Commercial
5318 MENCHACA RD,Community Commercial
9617 MENCHACA RD,Community Commercial
11330 MENCHACA RD,Community Commercial
11630 1/2 MENCHACA RD,Community Commercial
7017 MENCHACA RD,Community Commercial
9617 1/2 MENCHACA RD,Community Commercial
6218 MENCHACA RD,Community Commercial
7000 1/2 MENCHACA RD,Community Commercial
13712 IDA RIDGE DR,Community Commercial
13718 IDA RIDGE DR,Community Commercial
13714 IDA RIDGE DR,Community Commercial
13710 IDA RIDGE DR,Community Commercial
2407 1/2 MONTOPOLIS DR,Community Commercial
13716 IDA RIDGE DR,Community Commercial
6501 S CONGRESS AVE,Community Commercial
2403 1/2 MONTOPOLIS DR,Community Commercial
12489 1/2 LOS INDIOS TRL,Community Commercial
11021 1/2 LAKELINE BLVD,Community Commercial
2409 1/2 MONTOPOLIS DR,Community Commercial
3813 1/2 WADFORD ST,Community Commercial
2917 1/2 S LAKELINE BLVD,Community Commercial
9747 1/2 NORTH LAKE CREEK PKWY,Community Commercial
2315 1/2 E ANDERSON LN SVRD EB,Community Commercial
203 1/2 RALPH ABLANEDO DR,Community Commercial
7800 1/2 MULLEN DR,Community Commercial
13743 1/2 N US 183 HWY SVRD NB,Community Commercial
3524 1/2 W SLAUGHTER LN,Community Commercial
1510 1/2 W 35TH ST CTOF,Community Commercial
7928 GESSNER DR,Community Commercial
3801 N CAPITAL OF TEXAS HWY NB,Community Commercial
12530 RESEARCH BLVD SVRD SB,Community Commercial
12510 1/2 RESEARCH BLVD SVRD SB,Community Commercial
10000 RESEARCH BLVD SVRD SB,Community Commercial
4410 E WILLIAM CANNON DR,Community Commercial
4400 1/2 E WILLIAM CANNON DR,Community Commercial
4400 E WILLIAM CANNON DR,Community Commercial
7009 E WILLIAM CANNON DR,Community Commercial
7013 E WILLIAM CANNON DR,Community Commercial
13276 N US 183 HWY SVRD SB,Community Commercial
810 1/2 W BRAKER LN,Community Commercial
633 1/2 W WELLS BRANCH PKWY,Community Commercial
2415 1/2 EXPOSITION BLVD,Community Commercial
5621 EMERALD FOREST DR,Community Commercial
915 1/2 E 30TH ST,Community Commercial
6907 1/2 MANOR RD,Community Commercial
2900 W ANDERSON LN,Community Commercial
14300 1/2 N FM 620 RD SB,Community Commercial
11520 N IH 35 SVRD SB,Community Commercial
900 GARDNER RD,Community Commercial
606 1/2 RADAM LN,Community Commercial
12213 TECH RIDGE BLVD,Community Commercial
5762 N MOPAC EXPY SVRD SB,Community Commercial
3211 BEE CAVE RD,Community Commercial
1601 1/2 S HEATHERWILDE BLVD,Community Commercial
5800 N MOPAC EXPY SVRD SB,Community Commercial
5770 N MOPAC EXPY SVRD SB,Community Commercial
3215 BEE CAVE RD,Community Commercial
3267 BEE CAVE RD,Community Commercial
3257 1/2 BEE CAVE RD,Community Commercial
8702 CULLEN LN,Community Commercial
3321 1/2 BEE CAVE RD,Community Commercial
13008 1/2 RIDGELINE BLVD,Community Commercial
3207 1/2 BEE CAVE RD,Community Commercial
3807 E 51ST ST,Community Commercial
3303 CANTWELL LN,Community Commercial
3305 CANTWELL LN,Community Commercial
3201 BEE CAVE RD,Community Commercial
3267 1/2 BEE CAVE RD,Community Commercial
2610 1/2 S LAKELINE BLVD,Community Commercial
1111 1/2 S MOPAC EXPY SVRD NB,Community Commercial
1001 1/2 S MOPAC EXPY SVRD NB,Community Commercial
1101 S MOPAC EXPY SVRD NB,Community Commercial
901 1/2 S MOPAC EXPY SVRD NB,Community Commercial
11833 BUCKNER RD,Community Commercial
7401 LOYOLA LN,Community Commercial
3525 1/2 FAR WEST BLVD,Community Commercial
12414 ALDERBROOK DR,Community Commercial
4693 LOYOLA LN,Community Commercial
7940 SHOAL CREEK BLVD,Community Commercial
161 W SLAUGHTER LN,Community Commercial
6320 ED BLUESTEIN BLVD SB,Community Commercial
9221 W PARMER LN,Community Commercial
9215 W PARMER LN,Community Commercial
8603 CULLEN LN,Community Commercial
1701 S HEATHERWILDE BLVD,Community Commercial
1701 1/2 S HEATHERWILDE BLVD,Community Commercial
2716 1/2 W WILLIAM CANNON DR,Community Commercial
7108 MC KINNEY FALLS PKWY,Community Commercial
7014 E WILLIAM CANNON DR,Community Commercial
11570 RESEARCH BLVD NB,Community Commercial
7208 MC KINNEY FALLS PKWY,Community Commercial
14101 1/2 N 183A HWY SVRD NB,Community Commercial
11224 1/2 LAKELINE BLVD,Community Commercial
135 W SLAUGHTER LN,Community Commercial
9505 ARBORETUM BLVD,Community Commercial
7101 W SH 71,Community Commercial
1140 1/2 WEBBERVILLE RD,Community Commercial
1301 1/2 S MOPAC EXPY SVRD NB,Community Commercial
1221 1/2 S MOPAC EXPY SVRD NB,Community Commercial
9027 NORTHGATE BLVD,Community Commercial
7125 SPRINGFIELD DR,Community Commercial
7109 1/2 SPRINGFIELD DR,Community Commercial
3004 MONTOPOLIS DR,Community Commercial
7008 E WILLIAM CANNON DR,Community Commercial
5510 S IH 35 SVRD SB,Community Commercial
901 S MOPAC EXPY SVRD NB,Community Commercial
7845 SHOAL CREEK BLVD,Community Commercial
7171 SOUTHWEST PKWY,Community Commercial
6800 MENCHACA RD,Community Commercial
13401 POND SPRINGS RD,Community Commercial
12802 1/2 SPIERS WAY,Community Commercial
57 N IH 35 SVRD NB,Community Commercial
1816 E ANDERSON LN SVRD WB,Community Commercial
6518 1/2 ED BLUESTEIN BLVD SB,Community Commercial
4401 S 1ST ST,Community Commercial
10700 ANDERSON MILL RD,Community Commercial
12314 1/2 TECH RIDGE BLVD,Community Commercial
10000 N LAMAR BLVD,Community Commercial
7121 CHIMNEY CORNERS,Community Commercial
3131 E SH 71 SVRD WB,Community Commercial
7111 CHIMNEY CORNERS,Community Commercial
11702 1/2 N LAMAR BLVD,Community Commercial
1017 W SLAUGHTER LN,Community Commercial
8523 RESEARCH BLVD SVRD NB,Community Commercial
1114 1/2 SHADY LN,Community Commercial
1126 1/2 SHADY LN,Community Commercial
2000 1/2 WOODWARD ST,Community Commercial
2000 WOODWARD ST,Community Commercial
2711 W HOWARD LN,Community Commercial
6700 LAKEWOOD DR,Community Commercial
6910 1/2 MC KINNEY FALLS PKWY,Community Commercial
7604 1/2 W SH 71,Community Commercial
2524 SUTHERLAND ST,Community Commercial
2703 W HOWARD LN,Community Commercial
2323 1/2 S LAMAR BLVD,Community Commercial
3515 WEBBERVILLE RD,Community Commercial
11835 JOLLYVILLE RD,Community Commercial
11827 JOLLYVILLE RD,Community Commercial
11829 JOLLYVILLE RD,Community Commercial
11825 JOLLYVILLE RD,Community Commercial
7814 BURLESON RD,Community Commercial
1805 AIRPORT BLVD,Community Commercial
11149 RESEARCH BLVD SVRD NB,Community Commercial
1615 WOODWARD ST,Community Commercial
2323 S LAMAR BLVD,Community Commercial
9310 1/2 N LAMAR BLVD,Community Commercial
7715 BYRDHILL LN,Community Commercial
7809 PEACEFUL HILL LN,Community Commercial
13376 N US 183 HWY SVRD SB,Community Commercial
1111 W ANDERSON LN,Community Commercial
13700 IDA RIDGE DR,Community Commercial
11704 N LAMAR BLVD,Community Commercial
1402 W STASSNEY LN,Community Commercial
7713 BYRDHILL LN,Community Commercial
406 1/2 TAFT LN,Community Commercial
5804 1/2 W SLAUGHTER LN,Community Commercial
13704 IDA RIDGE DR,Community Commercial
1113 W ANDERSON LN,Community Commercial
11624 ANDERSON MILL RD,Community Commercial
408 1/2 TAFT LN,Community Commercial
9600 S IH 35 SVRD SB,Community Commercial
10100 N LAMAR BLVD,Community Commercial
13050 POND SPRINGS RD,Community Commercial
7123 1/2 ELROY RD,Community Commercial
5317 1/2 VEGA AVE,Community Commercial
902 1/2 E PARMER LN,Community Commercial
11857 1/2 RESEARCH BLVD SVRD NB,Community Commercial
6503 1/2 S CONGRESS AVE,Community Commercial
1809 1/2 W SLAUGHTER LN,Community Commercial
200 NORTH BLUFF DR,Community Commercial
5708 SPRINGDALE RD,Community Commercial
6219 S CONGRESS AVE,Community Commercial
6216 ED BLUESTEIN BLVD SB,Community Commercial
1701 E HOWARD LN,Community Commercial
7601 1/2 CAMERON RD,Community Commercial
7601 CAMERON RD,Community Commercial
804 E BRAKER LN,Community Commercial
5313 VEGA AVE,Community Commercial
3100 SCOFIELD RIDGE PKWY,Community Commercial
7411 GENEVA DR,Community Commercial
2861 1/2 S CAPITAL OF TEXAS HWY NB,Community Commercial
14920 BALD EAGLE DR,Community Commercial
4127 1/2 E 12TH ST,Community Commercial
11630 N LAMAR BLVD,Community Commercial
900 S 1ST ST,Community Commercial
7800 BURLESON RD,Community Commercial
1901 E ANDERSON LN SVRD EB,Community Commercial
1032 1/2 NORWOOD PARK BLVD,Community Commercial
1030 NORWOOD PARK BLVD,Community Commercial
9324 1/2 RESEARCH BLVD SVRD SB,Community Commercial
200 W SLAUGHTER LN,Community Commercial
3520 W SLAUGHTER LN,Community Commercial
7400 S CONGRESS AVE,Community Commercial
10900 1/2 RESEARCH BLVD SVRD SB,Community Commercial
1309 1/2 W HOWARD LN,Community Commercial
6811 AUSTIN CENTER BLVD,Community Commercial
9601 1/2 ESCARPMENT BLVD,Community Commercial
215 1/2 E WELLS BRANCH PKWY,Community Commercial
5209 1/2 MANOR RD,Community Commercial
2800 S IH 35 SVRD SB,Community Commercial
5106 NIXON LN,Community Commercial
1500 1/2 E ST JOHNS AVE,Community Commercial
3300 W ANDERSON LN,Community Commercial
3300 DUVAL RD,Community Commercial
1408 W STASSNEY LN,Community Commercial
1500 E ST JOHNS AVE,Community Commercial
2901 S CAPITAL OF TEXAS HWY NB,Community Commercial
825 W 6TH ST,Downtown Mixed Use
54 1/2 RAINEY ST,Downtown Mixed Use
407 N LAMAR BLVD,Downtown Mixed Use
409 N LAMAR BLVD,Downtown Mixed Use
317 N LAMAR BLVD,Downtown Mixed Use
405 N LAMAR BLVD,Downtown Mixed Use
805 1/2 W 3RD ST,Downtown Mixed Use
1705 1/2 SAN ANTONIO ST,Downtown Mixed Use
402 W 7TH ST,Downtown Mixed Use
400 W 7TH ST,Downtown Mixed Use
301 1/2 W 17TH ST,Downtown Mixed Use
818 1/2 TRINITY ST,Downtown Mixed Use
315 1/2 E 9TH ST,Downtown Mixed Use
1220 LAVACA ST,Downtown Mixed Use
1800 1/2 LAVACA ST,Downtown Mixed Use
411 1/2 W 18TH ST,Downtown Mixed Use
1819 1/2 LAVACA ST,Downtown Mixed Use
1801 1/2 LAVACA ST,Downtown Mixed Use
309 W MARTIN LUTHER KING JR BLVD,Downtown Mixed Use
305 W MARTIN LUTHER KING JR BLVD,Downtown Mixed Use
307 W MARTIN LUTHER KING JR BLVD,Downtown Mixed Use
1204 SAN ANTONIO ST,Downtown Mixed Use
803 1/2 NUECES ST,Downtown Mixed Use
530 1/2 BOWIE ST,Downtown Mixed Use
405 1/2 W 8TH ST,Downtown Mixed Use
